File ID,Category,Original Description,Subcategory
012413,Idle,"a person paces from right to left, and then back to where they began",walking and turning around
M012413,Idle,"a person paces from left to right, and then back to where they began",walking and turning around
012412,Idle,person moves forward and kicks something with right foot,kicking
M012412,Idle,person moves forward and kicks something with left foot,kicking and walking
012386,Idle,"a person is standing straight, and lifts their right arm to theirhead as if to look at the time on their watch.",gesturing
M012386,Idle,"a person is standing straight, and lifts their left arm to theirhead as if to look at the time on their watch.",gesturing
012382,Idle,a man standing put both arms out and back down.,standing and gesturing
M012382,Idle,a man standing put both arms out and back down.,standing and gesturing
012368,Idle,the person is doing a light hop.,light hopping
M012368,Idle,the person is doing a light hop.,light hopping
012367,Idle,a person side steps to their left,side stepping
M012367,Idle,a person side steps to their right,side stepping
012345,Idle,a person side stepping to the left then to the right while facing forward,side stepping and gesturing
M012345,Idle,a person side stepping to the right then to the left while facing forward,gesturing and turning around
012343,Idle,the sim appears to scoot across the plane.,irrelevant
M012343,Idle,the sim appears to scoot across the plane.,irrelevant
012341,Idle,"a man lifts his right hand to his mouth, walks forward and lifts ups his right leg.",gesturing and walking
M012341,Idle,"a man lifts his left hand to his mouth, walks forward and lifts ups his left leg.","gesturing and walking
lifting leg"
012338,Idle,walking side to side then stopping.,walking and stopping
M012338,Idle,walking side to side then stopping.,standing
012306,Idle,"a person runs from the middle to one side then turns around then runs to the other side, then runs back to the middle.",running and turning around and running and returning to starting point
M012306,Idle,"a person runs from the middle to one side then turns around then runs to the other side, then runs back to the middle.",running and turning around and running in a semicircle and returning to origin
012294,Idle,"a person walks forward, slightly bends at the waist, reaches for something to his left with his right hand, and he moves the thing to his right.",gesturing and walking
M012294,Idle,"a person walks forward, slightly bends at the waist, reaches for something to his right with his left hand, and he moves the thing to his left.",gesturing and reaching
012288,Idle,"the man standing up, step his right foot while bending his left arm and leg and face right and move his right hand like he is doing something while his left hand remains at rest",standing and gesturing
M012288,Idle,"the man standing up, step his left foot while bending his right arm and leg and face left and move his left hand like he is doing something while his right hand remains at rest",standing and gesturing
012287,Idle,"the figure gets on its hands and knees, crawls forward, then turns counterclockwise and crawls forward again before standing back up.",crawling and turning around
M012287,Idle,"the figure gets on its hands and knees, crawls forward, then turns clockwise and crawls forward again before standing back up.",crawling and turning around
012286,Idle,the person does an underhand throw,throwing
M012286,Idle,the person does an underhand throw,throwing
012275,Idle,turning body from side to side.,gesturing
012256,Idle,the person is playing soccer and kick the ball.,playing
012255,Idle,a person chops with an axe.,irrelevant
012241,Idle,the person move something from left to right.,irrelevant
012238,Idle,a person who is warming up their arms and legs,gesturing
M012238,Idle,a person who is warming up their arms and legs,gesturing
012231,Idle,the person is walking in the counter clockwise circles.,walking and turning around
M012231,Idle,the person is walking in the counter counterclockwise circles.,walking and turning around
012209,Idle,"a standing person twists at the waist, reaches back to the left with the right hand, then twists to the right, and reaches back with the left hand four times.",gesturing and turning around
M012209,Idle,"a standing person twists at the waist, reaches back to the right with the left hand, then twists to the left, and reaches back with the right hand four times.",gesturing
012200,Idle,"a person picks something up with their right hand, pours it out, and sets it back down.",irrelevant
